日付,活動区分,ｱｸﾃｨﾋﾞﾃｨ,タイトル,"記録
リンク",GPSログ,主な訪問地,都道府県,補足,"距離
[km]",獲得標高 [m],"走行・歩行
時間",車種,メーカー,モデル
2024-02-24,🏔,登山,越生梅林・大高取山,https://yamap.com/activities/30005964,https://drive.google.com/file/d/1z_JdEFzyomviwm68Qk2FVIa71wuGZxR1/view?usp=drivesdk,大高取山[376m],埼玉,💮,9,400,04:13,－,－,－
2024-03-02,🏔,登山,長尾山・金時山・明神ヶ岳,https://yamap.com/activities/30138023,https://drive.google.com/file/d/1DjBUsXxzj_1DAT3AYjRKcMe4_CNcrSHu/view?usp=drivesdk,長尾山[1144m]、金時山[1212m]、明神ヶ岳[1169m],神奈川,,13,"1,024",05:48,－,－,－
2024-03-03,🚲,サイクリング,千葉県・新川の川津桜と佐倉サイクリング,https://yamap.com/activities/30198269,https://drive.google.com/file/d/15mJukG9UgNccyOCnL80OJ5X9qmrUKW7h/view?usp=drivesdk,新川、佐倉,千葉,,29,159,05:36,小径車,r&m,BD-1
2024-03-09,🏔,登山,杓子山・二十曲峠・石割山・平尾山,https://yamap.com/activities/30249079,https://drive.google.com/file/d/1lT3s6o8dgXGg_A5w7bYOx22K-TlX__zk/view?usp=drivesdk,杓子山[1598m]、二十曲峠[1150m]、石割山[1412m]、平尾山[1290m],山梨,,14,"1,155",07:45,－,－,－
2024-03-10,🚲,サイクリング,入間川,https://yamap.com/activities/30274161,https://drive.google.com/file/d/12t6J0y8uvQMAoS7EJFORd-pj8EPLbVau/view?usp=drivesdk,入間川,埼玉、東京,,81,333,04:47,ロード,LOOK,KG585
2024-03-16,🏔🚲,登山,竜ヶ岳・烏帽子岳・パノラマ台,https://yamap.com/activities/30390742,https://drive.google.com/file/d/1QAGD-zDKpEm6YF6i2bQWJEZd6SXgPuZL/view?usp=drivesdk,竜ヶ岳[1485m]、烏帽子岳[1257m]、パノラマ台,山梨,,21,"1,223",07:37,ロード,Cannondale,CAAD12
2024-03-17,🚲,サイクリング,北浅羽桜堤公園,https://yamap.com/activities/30432783,https://drive.google.com/file/d/1zWgtQEpQHxBN67mSUhsX0gEmiwhKcWqm/view?usp=drivesdk,北浅羽桜堤公園,埼玉、東京,🌸,92,496,08:04,ロード,Cannondale,CAAD12
2024-03-24,🏔,登山,石尊山・官ノ倉山,https://yamap.com/activities/30526426,https://drive.google.com/file/d/1THjx8eM8fvhClHDiH44yzEmWq0Fb0tuO/view?usp=drivesdk,石尊山[344m]、官ノ倉山[345m],埼玉,,4,318,01:36,－,－,－
2024-03-30,🏔🚲,登山,赤岩ノ丸・黒岳・白谷ノ丸・白谷小丸,https://yamap.com/activities/30634511,https://drive.google.com/file/d/13Lj-Ciy8AI7FfNT9OQ4NoXKONWmTtA2l/view?usp=drivesdk,赤岩ノ丸[1792m]、黒岳[1988m]、白谷ノ丸[1920m]、白谷小丸[1895m],山梨,,20,"1,339",06:09,e-bike,Cannondale,Topstone Neo Carbon 4
2024-03-31,🚶,ウォーキング,秩父・清雲寺散策,https://yamap.com/activities/30644316,https://drive.google.com/file/d/1RxqWfpArthV6sFGWR9tUM3rcmR2epC_9/view?usp=drivesdk,清雲寺,埼玉,,2,55,01:24,－,－,－
2024-04-02,🏔,登山,甚六桜公園散策,https://yamap.com/activities/30709980,https://drive.google.com/file/d/1LcFC7ymHKukfJnBFj14WQ2-U82WcFxsY/view?usp=drivesdk,甚六桜公園散策,山梨,,5,150,01:27,－,－,－
2024-04-06,🚲,サイクリング,多摩,https://yamap.com/activities/30782338,https://drive.google.com/file/d/15P32O5qQr9RojAVUuK38xzTIOmXSZEop/view?usp=drivesdk,羽村の根搦み前水田,東京,🌸🌷,75,499,09:09,クロス,DE ROSA,TEAM
2024-04-07,🚲,サイクリング,多摩,https://yamap.com/activities/30975923,https://drive.google.com/file/d/14ecUDw0kbCEBnAcHa5mXRFxomEdNX80A/view?usp=drivesdk,武蔵野の森公園、東郷寺,東京,🌸,38,115,05:35,クロス,DE ROSA,TEAM
2024-04-13,🚲,サイクリング,都幾川桜堤,https://yamap.com/activities/30975948,https://drive.google.com/file/d/1fpYAwQUEO8mLSuPJnfhGr8mZf_0RXJZg/view?usp=drivesdk,都幾川桜堤,埼玉,🌸,16,181,01:48,クロス,DE ROSA,TEAM
2024-04-14,🚲,サイクリング,山伏峠,https://yamap.com/activities/30977714,https://drive.google.com/file/d/1_JmOzaI-oF3PYE1fu9eLa4v2AqhiC_ow/view?usp=drivesdk,山伏峠[621m],埼玉、東京,,107,975,06:38,ロード,Cannondale,CAAD12
2024-04-20,🏔,登山,大菩薩峠・小金沢山・牛奥ノ雁ヶ腹摺山,https://yamap.com/activities/31113898,https://drive.google.com/file/d/1E_QUgoGloUer70thpmLUt5Y9UVniezf0/view?usp=drivesdk,大菩薩峠[1897m]、小金沢山[2014m]、牛奥ノ雁ヶ腹摺山[1995m],山梨,,18,"1,325",07:04,－,－,－
2024-04-21,🚲,サイクリング,塩船観音,https://yamap.com/activities/31139646,https://drive.google.com/file/d/1IY5jTVC109c8tHwR3Vso2eUbSJ1QK2vv/view?usp=drivesdk,塩船観音、根岸屋,東京,,5,85,02:47,小径車,r&m,BD-1
2024-04-27,🚲,サイクリング,直島一周,https://yamap.com/activities/31369667,https://drive.google.com/file/d/15x3u-BQbZ2_SVqpjVOxzcMROoYkHzQoN/view?usp=drivesdk,直島、高松城,香川,島,12,311,01:38,ロード,Cannondale,SYNAPSE Hi-Mod
2024-04-28,🏔🚲,登山,丸石・次郎笈・剣山,https://yamap.com/activities/31259036,https://drive.google.com/file/d/16HiHisoh74FlbFoCL6EffpTuJgJADHrE/view?usp=drivesdk,かづら橋、丸石、次郎笈[1930m]、剣山[ 1955m],徳島,,18,"1,518",07:23,ロード,Cannondale,SYNAPSE Hi-Mod
2024-04-30,🚲,サイクリング,竜串と柏島,https://yamap.com/activities/31366030,https://drive.google.com/file/d/1x2TfpdnqUAyAJTBkXC1DpDdne_SgURyK/view?usp=drivesdk,竜串、柏島,高知,,92,800,08:38,ロード,Cannondale,CAAD12
2024-05-02,🚲,サイクリング,四万十川（四万十ヘブンズロード）,https://yamap.com/activities/31460982,https://drive.google.com/file/d/1lYY5lJcgjJKTTETW_ykSVIEmPJIg24pn/view?usp=drivesdk,四万十川,高知,,145,899,08:50,ロード,Cannondale,CAAD12
2024-05-03,🏔,登山,由布岳（東峰）,https://yamap.com/activities/31406791,https://drive.google.com/file/d/1JD8gs1JRNu1JNOA_NQZFqzBuwJU-utbR/view?usp=drivesdk,由布岳[1583m],大分,,7,809,03:47,－,－,－
2024-05-04,🚶,ウォーキング,秋吉台の冠山・北山,https://yamap.com/activities/31517202,https://drive.google.com/file/d/1-iiJ0cCIvGzYOoFcP9wGnaAIGhaC-h38/view?usp=drivesdk,冠山[377m]、北山[367m],山口,,3,129,01:39,－,－,－
2024-05-05,🏔,登山,宝満山,https://yamap.com/activities/31552799,https://drive.google.com/file/d/1ABBgKtdnXSDlLHzdFjtRqdefT4mDQjn7/view?usp=drivesdk,宝満山[829m],福岡,,6,727,03:05,－,－,－
2024-05-11,🏔🚲,登山,琴川ダムから金峰山へ,https://yamap.com/activities/31701495,https://drive.google.com/file/d/1QvkxQ4sjUHF2M34J_30z_UfcvAX85Uqd/view?usp=drivesdk,大弛峠[2360m]、金峰山[2599m],山梨,大弛峠,39,"1,807",09:08,e-bike,Cannondale,Topstone Neo Carbon 4
2024-05-18,🏔🚲,登山,硫黄岳・東天狗岳,https://yamap.com/activities/31886040,https://drive.google.com/file/d/1VBgUrHm8fshITfN96wLGtHltQ85bsUuK/view?usp=drivesdk,桜平駐車場、硫黄岳[2760m]、東天狗岳[2640m]、奥蓼科登山口、御射鹿池、桜平駐車場,長野,八ヶ岳,31,"2,099",10:43,e-bike,Cannondale,Topstone Neo Carbon 4
2024-05-25,🏔,登山,上高地から蝶ヶ岳へ,https://yamap.com/activities/32067245,https://drive.google.com/file/d/1-SjcxLeTTbsRe-rtBj6R_mO9mbFt-XSR/view?usp=drivesdk,"上高地、蝶ヶ岳[2677m]、蝶槍、
蝶ヶ岳ヒュッテ、上高地",長野,北アルプス,27,"1,645",14:08,－,－,－
2024-06-01,🏔,登山,日の山,https://yamap.com/activities/32175817,https://drive.google.com/file/d/1UMXgDvkn7ju0yHSozj55vHCu-ucHgl4i/view?usp=drivesdk,日ノ山[146m],東京,,5,187,01:32,－,－,－
2024-06-02,🚶,ウォーキング,航空自衛隊 防府北基地 航空祭2024,https://yamap.com/activities/32234677,https://drive.google.com/file/d/1CyrvWElNTKW0bldVSGIJ7LBtglHTKTdq/view?usp=drivesdk,防府北基地,山口,航空祭,4,14,00:52,－,－,－
2024-06-08,🏔🚲,登山,社山・中禅寺山・半月山,https://yamap.com/activities/32360534,https://drive.google.com/file/d/1H2WdvfeQpAmWVSZ1Jfr9udypXfX-1Z2w/view?usp=drivesdk,社山[1827m]、中禅寺山[1655m]、半月山[1753m],栃木,,19,"1,272",06:03,ロード,Cannondale,SYNAPSE Hi-Mod
2024-06-15,🏔,登山,甲斐駒ヶ岳,https://yamap.com/activities/32560544,https://drive.google.com/file/d/17ZVwsGS20Ac7AKOPAm49b1ZwXUNFivpI/view?usp=drivesdk,北沢峠、甲斐駒ヶ岳[2967m]、こもれび山荘,長野,南アルプス,10,"1,159",08:08,－,－,－
2024-07-06,🏔,登山,燕岳,https://yamap.com/activities/32951595,https://drive.google.com/file/d/1gTWMpO3i39VthWOo9ggtBXRJ8MZaxPUR/view?usp=drivesdk,中房温泉、燕岳[2763m]、燕山荘、中房温泉,長野,北アルプス,13,"1,593",09:30,－,－,－
2024-07-13,🏔,登山,立山（雄山）・立山（大汝山）・立山（富士ノ折立）・真砂岳・別山・別山（北峰）,https://yamap.com/activities/33065886,https://drive.google.com/file/d/1PBTRy2j6pEVgW0TDbQtZ5W1Bp3lgs2oa/view?usp=drivesdk,室堂、立山[3015m]、別山[2874m]、雷鳥荘、みくりが池,富山,北アルプス,12,"1,125",07:59,－,－,－
2024-07-20,🏔🚲,登山,南アルプス・茶臼岳,https://yamap.com/activities/33219169,https://drive.google.com/file/d/1Bq7U2JXwkknqyhVNaqK9pspJqEm59mqv/view?usp=drivesdk,沼平駐車場、茶臼小屋、茶臼岳[2604m]、沼平駐車場,長野,南アルプス,25,"2,464",12:10,e-bike,Cannondale,Topstone Neo Carbon 4
2024-07-27,🏔,登山,白馬岳,https://yamap.com/activities/33391050,https://drive.google.com/file/d/1lRw6A4d2jTRyhnvXf3QDymEOGh3IRujt/view?usp=drivesdk,栂池、白馬大池[2379m]、小蓮華山[2766m]、白馬岳[2932m]、白馬山荘、栂池,長野,北アルプス,20,"1,920",10:56,－,－,－
2024-07-29,🚲,サイクリング,乗鞍,https://yamap.com/activities/33422973,https://drive.google.com/file/d/1atqnO7YLwghUKc4icY7XVQUXv0CLGtnD/view?usp=drivesdk,乗鞍エコーライン、畳平[2702m],長野,乗鞍,42,"1,292",3:57,ロード,LOOK,KG585
2024-08-13,🏔,登山,折立から新穂高へ,https://yamap.com/activities/33835939,https://drive.google.com/file/d/17d3R0YrIO8Hsft6I68reMjKuy3C8hNA9/view?usp=drivesdk,折立、太郎平小屋、黒部五郎岳[2840m]、黒部五郎小舎、三俣蓮華岳[2841m]、双六岳[2860m]、鏡平山荘、新穂高,富山、長野、岐阜,北アルプス,38,"2,841",24:10,－,－,－
2024-08-18,🚲,サイクリング,若洲海浜公園,https://yamap.com/activities/33915699,https://drive.google.com/file/d/1NOoZt47zwK2Pu3vpi96uZCJTh3lT0wQd/view?usp=drivesdk,若洲海浜公園,東京,,98,300,08:06,ロード,Cannondale,CAAD12
2024-08-24,🚶,ウォーキング,もてぎサーキット,https://yamap.com/activities/33992954,https://drive.google.com/file/d/1-AwGV1reBrYCXjZNCS_5dNVgTVhscDXc/view?usp=drivesdk,もてぎサーキット,栃木,,1,22,00:06,－,－,－
2024-09-01,🚲,サイクリング,都内,https://yamap.com/activities/34118214,https://drive.google.com/file/d/1joYLIopYFZj7MR5luoxpxuQYcG4AiYX8/view?usp=drivesdk,東京国立博物館、アメ横,東京,,36,137,07:46,小径車,r&m,BD-1
2024-09-07,🚲,サイクリング,林道「湯之奥猪之頭線」,https://yamap.com/activities/34241567,https://drive.google.com/file/d/18ELUR6DC3hszvlf0edAJPLT0i1okgMOc/view?usp=drivesdk,林道「湯之奥猪之頭線」、田貫湖、本栖湖,山梨、静岡,,82,"1,586",06:50,ロード,Cannondale,CAAD12
2024-09-23,🚲,サイクリング,乗鞍周回,https://yamap.com/activities/34620692,https://drive.google.com/file/d/1fHPmOfQrI18EI8DTy-MBkoplCw2kEkkl/view?usp=drivesdk,乗鞍エコーライン、畳平[2702m]、乗鞍スカイライン、平湯峠[1684m]、安房峠[1790m],長野、岐阜,乗鞍越え,76,"2,421",08:13,ロード,Cannondale,CAAD12
2024-09-28,🏔,登山,合戦沢の頭・燕岳,https://yamap.com/activities/34763714,https://drive.google.com/file/d/1I5EKlSR6SzfXlrAIn2FFa3vy9mP0_RIC/view?usp=drivesdk,中房温泉、燕山荘、燕岳[2763m]、中房温泉,長野,北アルプス,13,"1,539",13:55,－,－,－
2024-10-06,🏔,登山,日高市・巾着田の曼殊沙華,https://yamap.com/activities/34906542,https://drive.google.com/file/d/1qoo-Uln2esN2p_dHd6QfFFnKw_PRETIl/view?usp=drivesdk,巾着田,埼玉,,3,23,03:06,－,－,－
2024-10-12,🏔,登山,中房温泉から一ノ沢へ,https://yamap.com/activities/35110959,https://drive.google.com/file/d/1bdOx3GhlUaNXDSVx7_dKD_oQ3CE81_zk/view?usp=drivesdk,"中房温泉、燕岳[2763m]、
大天荘、大天井岳[2922m]、東天井岳[2814m]、常念小屋、一ノ沢",長野,北アルプス,22,"1,987",14:31,－,－,－
2024-10-14,🏔,登山,紫金山・アトラス彗,https://yamap.com/activities/35204533,https://drive.google.com/file/d/1GigD8DkWz6OQEZCpI9Ko7gXA9KooWFhK/view?usp=drivesdk,多摩湖の堤防,東京,,14,48,02:43,－,－,－
2024-11-03,🚲,サイクリング,米沢・会津サイクリング,https://yamap.com/activities/35704111,https://drive.google.com/file/d/1UdGexIvD9VkwKUG6VBNOB7QrY9Z3SS9D/view?usp=drivesdk,米沢駅、喜多方、会津若松、鬼怒川温泉駅,新潟、福島、栃木、埼玉、東京,,323,"1,117",18:44,ロード,Cannondale,CAAD12
2024-12-08,🚲,サイクリング,百里基地航空祭2024,https://yamap.com/activities/36501488,https://drive.google.com/file/d/1BWWSvpNWeiPRBmrbbVgqXOYMZpHGUc2C/view?usp=drivesdk,百里基地,茨城,航空祭,22,114,02:26,クロス,DE ROSA,TEAM
2024-12-28,🏔,登山,宇部市・日の山,https://yamap.com/activities/36793587,https://drive.google.com/file/d/1hDMZfZgnkAmA8UPfy5E3L3jOqh_Ckh6I/view?usp=drivesdk,日ノ山[146m],山口,,4,158,01:12,－,－,－
2024-12-30,🏔,登山,勘十郎岳・亀尾山周回,https://yamap.com/activities/36856366,https://drive.google.com/file/d/179TiEOuCWR2IpdupDBZK0eP34Pw3anbU/view?usp=drivesdk,勘十郎岳[246m]、亀尾山[325m],山口,,5,405,01:39,－,－,－
2024-12-31,🚶,ウォーキング,関門海峡,https://yamap.com/activities/36882449,https://drive.google.com/file/d/1kgMGzJcKQTDM2ZEj4UaohVBYPMFJy_JH/view?usp=drivesdk,唐戸、関門トンネル人道、門司港,山口,,7,98,02:28,－,－,－
2025-01-03,🏔,登山,六畳岩・貝殻山,https://yamap.com/activities/36973417,https://drive.google.com/file/d/1UEhpAUs-kYSzsmMTjCQX3O8Le1D5HoNU/view?usp=drivesdk,六畳岩、貝殻山[80m],山口,,3,145,00:56,－,－,－
2025-01-05,🏔,登山,亀山・遠下山・梅ノ木山・火の山・南原之頭・陶ヶ岳（観音山）・龍神山・岩屋山,https://yamap.com/activities/37058513,https://drive.google.com/file/d/1Bfsq7VvkAjfHx_FlraOUPkdLluWpINpt/view?usp=drivesdk,亀山[300m]、火の山[304m]、陶ヶ岳[230m]、岩屋山[210m],山口,,7,555,03:01,－,－,－
2025-01-11,🚲,グラベル,狭山湖,https://yamap.com/activities/37141281,https://drive.google.com/file/d/1xZesRz5m0EXsnr_FUKTuKYOsP4Mrd9El/view?usp=drivesdk,多摩湖、狭山湖,埼玉、東京,,36,474,02:43,ロード,Cannondale,Topstone 3L
2025-01-13,🚲,グラベル,南多摩里山,https://yamap.com/activities/37218066,https://drive.google.com/file/d/18J-wTSkxvo8T9lNNnx1vGEyfVUsN7Hh9/view?usp=drivesdk,よこやまの道、小野路宿,東京,,49,827,04:53,ロード,Cannondale,Topstone 3L
2025-01-18,🚲,グラベル,狭山湖,https://yamap.com/activities/37350710,https://drive.google.com/file/d/1Ug9Fk0dtj-13v8iW-vGlzJMLHaSJsSJa/view?usp=drivesdk,多摩湖、狭山湖,埼玉、東京,,40,496,04:52,ロード,Cannondale,Topstone 3L
2025-01-19,🚲,サイクリング,都内,https://yamap.com/activities/37350604,https://drive.google.com/file/d/16W5NRpv2d-0Bpg87VAFLzkeTcRMo5z7v/view?usp=drivesdk,西新宿,東京,,50,109,04:28,ロード,Cannondale,Topstone 3L
2025-02-02,🚲,サイクリング,萩市・笠山,https://yamap.com/activities/37617228,https://drive.google.com/file/d/185hELjb3uVrK7bTOYWeD5fG-aaL9AUfk/view?usp=drivesdk,笠山[112m],山口,,31,438,04:02,e-bike,Cannondale,Topstone Neo Carbon 4
2025-02-11,🚲,サイクリング,山陽小野田市・竜王山,https://yamap.com/activities/37805746,https://drive.google.com/file/d/1WEFGJ_ddlCAcI5tuO7ak-Tlbu0b2zNba/view?usp=drivesdk,竜王山[139m]、きららビーチ焼野、くぐり岩,山口,,53,480,04:45,ロード,Cannondale,CAAD12
2025-02-15,🚲,サイクリング,秋穂,https://yamap.com/activities/37875896,https://drive.google.com/file/d/10VzW_wI-t6YgKrUnHsxhK2CTxHzUG_5p/view?usp=drivesdk,秋穂,山口,,85,730,06:06,ロード,Cannondale,CAAD12
2025-03-01,🚶,ウォーキング,秋吉台山焼き残念,https://yamap.com/activities/38172139,https://drive.google.com/file/d/15ml6o7kpPUdCrg6aGbNmgdENxxvuQPUF/view?usp=drivesdk,秋吉台,山口,,3,95,01:22,－,－,－
2025-03-06,🏔,登山,防府天満宮の梅と天神山,https://yamap.com/activities/38258330,https://drive.google.com/file/d/1TXorTulQfj6vjsTOFeNOCW7OW1rNxVWH/view?usp=drivesdk,防府天満宮、天神山[167m],山口,💮🌸,2,159,02:25,－,－,－
2025-03-08,🏔,登山,北九州の戸ノ上山・足立山・小文字山へ,https://yamap.com/activities/38299381,https://drive.google.com/file/d/1S0r0RGCpDuvDhWq0gl4DoH_vRQaa2eq_/view?usp=drivesdk,戸ノ上山[518m]、足立山[598m]、小文字山[366m],福岡,,18,"1,200",06:51,－,－,－
2025-03-09,🚲,サイクリング,秋吉台,https://yamap.com/activities/38354536,https://drive.google.com/file/d/1VvoQ2nlWrHuSoT9VBjf3CKPhabqUTUAX/view?usp=drivesdk,秋吉台,山口,,80,"1,047",05:33,ロード,LOOK,KG585
2025-03-20,🚲,イベント,楠こもれびの郷・美祢,https://yamap.com/activities/38546405,https://drive.google.com/file/d/1SKGdj_Kp3A13ZxKSj6DAOzhK3u9CP1i3/view?usp=drivesdk,楠こもれびの郷,山口,,98,828,08:43,ロード,LOOK,KG585
2025-03-22,🚲,サイクリング,とびしま海道,https://yamap.com/activities/38608894,https://drive.google.com/file/d/1gxAS-y1Y57cRnCzJCpm4zro2vo3lCzNK/view?usp=drivesdk,とびしま海道,広島,しまなみ,103,776,08:02,ロード,Cannondale,CAAD12
2025-03-23,🚲,サイクリング,かきしま海道,https://yamap.com/activities/38660133,https://drive.google.com/file/d/1RmOv_3n-VDn88cEi05P9nB3_DRpjSt8T/view?usp=drivesdk,かきしま海道,広島,しまなみ,102,621,09:23,ロード,Cannondale,Topstone 3L
2025-03-24,🏔,登山,弥山,https://yamap.com/activities/38667544,https://drive.google.com/file/d/1PpWIKs7QXh8F6vBhUHwlugdejYg-xGHo/view?usp=drivesdk,弥山[535m]、大聖院、厳島神社,広島,,9,666,04:24,－,－,－
2025-03-30,🚲,サイクリング,多摩の桜,https://yamap.com/activities/38837794,https://drive.google.com/file/d/1GnNNv0cGiVxL5-LTiSKiYTh38PdIq8a0/view?usp=drivesdk,深大寺、東郷寺、武蔵国分寺跡,東京,🌸,62,200,09:03,小径車,r&m,BD-1
2025-03-31,🚲,サイクリング,都内,https://yamap.com/activities/38837797,https://drive.google.com/file/d/1rPzVdehiA_xA-Lo2Gud80ErRVuDIp5Dl/view?usp=drivesdk,神田川、千鳥ヶ淵公園、日本橋、増上寺、浜離宮恩賜庭園、永代橋、神田明神、小石川後楽園、花園神社(新宿),東京,🌸,47,161,11:43,小径車,r&m,BD-1
2025-04-02,🚶,ウォーキング,山口市の桜,https://yamap.com/activities/38842165,https://drive.google.com/file/d/162uUh6KQ0mWUsTpO0Z3h8bIpCrKkjZlb/view?usp=drivesdk,一の坂川、サビエル記念聖堂、雪舟庭,山口,🌸,8,101,03:16,－,－,－
2025-04-03,🏔,登山,竜王山の桜,https://yamap.com/activities/38850240,https://drive.google.com/file/d/10isId6xDdgY6WwZ9MK-6UM2A7TCGz4z1/view?usp=drivesdk,竜王山[139m],山口,🌸,1,39,00:39,－,－,－
2025-04-06,🚲,サイクリング,宇部市の桜,https://yamap.com/activities/38984121,https://drive.google.com/file/d/1P-ND9fKwOlm9Ew3BhAF7DnQSxLAkIi2L/view?usp=drivesdk,常盤公園、宗麟寺、宇部護国神社,山口,🌸,14,57,03:07,ロード,Cannondale,Topstone 3L
2025-04-07,🚶,ウォーキング,みね桜まつり,https://yamap.com/activities/38976369,https://drive.google.com/file/d/1eyHvCf9K4YW32b2I577vCFeshNsqvHvS/view?usp=drivesdk,厚狭川,山口,🌸,1,4,00:59,－,－,－
2025-04-08,🚲,サイクリング,関門海峡,https://yamap.com/activities/38994378,https://drive.google.com/file/d/1SmP7eCB8Etd7ZOFmFUcYc0oH54c92pyM/view?usp=drivesdk,火の山公園,山口,🌸🌷,16,186,04:29,クロス,DE ROSA,TEAM
2025-04-09,🏔🚲,登山,霜降城跡,https://yamap.com/activities/38757422,https://drive.google.com/file/d/1XnFXsOkgGtFeYk7_L9dnJAU6uQNCfmcJ/view?usp=drivesdk,男山[232m],山口,🌸,44,860,07:54,ロード,Cannondale,Topstone 3L
2025-04-12,🚲,サイクリング,津和野,https://yamap.com/activities/39071353,https://drive.google.com/file/d/1IqScYjhnzck4mVnEUjPgNo5a9hGamldk/view?usp=drivesdk,津和野、太皷谷稲成神社,島根,🌸,7,99,02:10,小径車,r&m,BD-1
2025-04-16,🏔,登山,久住山,https://yamap.com/activities/39152789,https://drive.google.com/file/d/17_TfmVO9cJc6g8hgoJ7NqlqJGhbSMyGK/view?usp=drivesdk,牧ノ戸峠、久住山[1786m],大分,,10,622,06:07,－,－,－
2025-04-17,🏔🚲,登山,仙酔峡から中岳・高岳・南岳へ登山して自転車で周回,https://yamap.com/activities/39177870,https://drive.google.com/file/d/1KYCBx6Va3zE3KC1mn9jaj1x1feqSvxUg/view?usp=drivesdk,仙酔峡、中岳[1506m]、高岳[1592m]、南岳[1496m]、阿蘇噴煙展望公園駐車場、仙酔峡,熊本,,27,"1,496",08:12,ロード,Cannondale,Topstone 3L
2025-04-18,🏔,登山,阿蘇の烏帽子岳・杵島岳,https://yamap.com/activities/39193862,https://drive.google.com/file/d/1QPxWPbffkKNxftmBTioONvY7TgF72g6t/view?usp=drivesdk,烏帽子岳[1337m]、杵島岳[1326m],熊本,,7,542,03:34,－,－,－
2025-04-19,🏔🚲,登山,北大船山・大船山・坊ガツル,https://yamap.com/activities/39255431,https://drive.google.com/file/d/1fekfgywC28wmIWhaSzT7Rhc0rOdm9H8F/view?usp=drivesdk,男池駐車場、北大船山[1706m]、大船山[1786m]、坊ガツル、吉部登山、男池駐車場,大分,,19,"1,207",07:24,ロード,Cannondale,Topstone 3L
2025-04-26,🚲,サイクリング,長門市・青海島,https://yamap.com/activities/39426581,https://drive.google.com/file/d/1efoaeO8zcmD21JsBezSEE7g7f9pD0DS6/view?usp=drivesdk,青海島、青海島自然研究路,山口,島,32,868,04:03,ロード,Cannondale,Topstone 3L
2025-04-27,🚲,サイクリング,防府市・大平山,https://yamap.com/activities/39497340,https://drive.google.com/file/d/1IsTDI9mNJkUjLhUSdgNpvrdLspydsc6H/view?usp=drivesdk,大平山[631m]、林道「神宮線」、とりたまの里、大原湖、平家の泉,山口,,87,"1,415",06:57,ロード,Cannondale,CAAD12
2025-05-02,🚲,サイクリング,しまなみ海道,https://yamap.com/activities/39830593,https://drive.google.com/file/d/18GR0nj07ztx2UooxG033IzeeVjlSUTRs/view?usp=drivesdk,しまなみ海道,広島,しまなみ,98,624,08:42,ロード,Cannondale,CAAD12
2025-05-03,🚲,サイクリング,ゆめしま海道,https://yamap.com/activities/39830635,https://drive.google.com/file/d/1_ti4Qe-44DYjtrNSFMDIpVEneP_AGBDF/view?usp=drivesdk,ゆめしま海道,広島、愛媛,しまなみ,83,568,07:43,ロード,Cannondale,CAAD12
2025-05-08,🚶,ウォーキング,角島,https://yamap.com/activities/39869225,https://drive.google.com/file/d/1ceExANL4h3kW28T3s2T5DRVbdKtbR4SC/view?usp=drivesdk,角島,山口,島,1,21,00:17,－,－,－
2025-05-10,🚲,サイクリング,宇部市北部,https://yamap.com/activities/39838304,https://drive.google.com/file/d/1cBnRLUI4qHVie2roFjrCQS9DKmfAPc69/view?usp=drivesdk,厚東川ダム、小野茶直売所、船木鉄道、吉部の大岩郷、万倉の大岩郷、今富ダム、楠こもれびの郷,山口,,78,"1,019",05:47,ロード,Cannondale,CAAD12
2025-05-11,🏔,登山,十種ヶ峰（長門富士）,https://yamap.com/activities/39939677,https://drive.google.com/file/d/1SCKvaOO3MK8sGzEeImxKJJVZ4gjMEmfB/view?usp=drivesdk,十種ヶ峰[989m],山口,,6,611,03:26,－,－,－
2025-05-15,🏔,登山,大平山のツツジ,https://yamap.com/activities/40032679,https://drive.google.com/file/d/1dAuJdJ3sDiG9k7cZPjdLiN9lJgD-cgM2/view?usp=drivesdk,大平山[631m],山口,,2,102,00:49,－,－,－
2025-05-18,🏔,イベント,シマクル2025周防大島,https://yamap.com/activities/40127452,https://drive.google.com/file/d/1CYJg1-mmN6IwoCf2RmH5M9ZqskP0xOUU/view?usp=drivesdk,周防大島,山口,島,91,"1,638",04:53,－,－,－
2025-05-25,🏔,登山,宇部市・観音岳の展望台,https://yamap.com/activities/40244909,https://drive.google.com/file/d/1oszyBwrNvKDkEsKNC7bMdvJscg3xNrYJ/view?usp=drivesdk,観音岳[161m],山口,,5,222,01:48,－,－,－
2025-05-27,🚲,サイクリング,萩,https://yamap.com/activities/40306675,https://drive.google.com/file/d/1smmo44GnArGj6iSg0h_ncHVJzhh8eDXF/view?usp=drivesdk,萩,山口,,149,"1,458",09:08,ロード,Cannondale,CAAD12
2025-05-31,🚲,サイクリング,東鳳翩山の林道越え,https://yamap.com/activities/40381088,https://drive.google.com/file/d/1V_Ue1R0eQlD2hEcBFNEn8IWPn_STP_ge/view?usp=drivesdk,地蔵峠[533m]、雲雀峠[242m]、秋吉台、小野湖,山口,,114,"1,419",07:18,ロード,Cannondale,CAAD12
2025-06-01,🏔,登山,火の山連山,https://yamap.com/activities/40416861,https://drive.google.com/file/d/1v7nQFfIQpQUdb84XUcZ_cLa1MAykw-Cw/view?usp=drivesdk,火の山[304m]、陶ヶ岳[230m],山口,,6,521,05:11,－,－,－
